soil_moisture,soil_temp,soil_ph,soil_ec,air_temp,humidity,co2_ppm,vpd_kpa,growth_stage,days_since_transplant,irrigation_needed,growth_stage_encoded
69.03,26.72,5.08,1.49,27.41,75.82,968.7,1.91,vegetative,8,0,1
56.89,32.0,7.08,4.46,22.5,68.4,695.4,1.21,fruiting,64,1,3
87.36,18.88,7.62,0.74,38.99,58.76,677.5,1.38,fruiting,31,0,3
52.9,34.56,6.19,1.3,26.47,61.98,1398.5,1.95,flowering,43,1,2
38.92,22.07,6.76,0.91,34.71,62.07,1241.3,1.33,vegetative,31,1,1
91.18,35.16,6.55,3.6,30.18,71.5,437.7,0.49,flowering,46,0,2
76.39,20.06,6.97,1.29,18.89,96.97,1046.9,1.19,vegetative,44,0,1
84.67,37.92,6.29,1.78,39.48,50.9,1038.5,1.13,seedling,34,0,0
93.82,30.59,7.65,4.29,28.14,80.03,1322.4,1.02,vegetative,49,0,1
79.81,29.79,7.47,3.09,41.16,80.7,1409.6,1.39,seedling,54,0,0
78.72,31.46,6.89,1.94,25.96,95.31,434.9,0.82,flowering,43,0,2
57.58,31.15,6.81,1.7,26.09,52.41,1459.2,0.5,vegetative,25,1,1
39.44,26.58,7.89,2.93,41.55,87.94,343.2,1.71,vegetative,57,1,1
48.16,22.37,7.77,1.33,38.6,41.74,409.1,2.17,flowering,31,1,2
77.27,37.54,5.47,1.4,20.72,85.17,524.3,0.35,fruiting,44,0,3
77.81,15.92,6.08,3.93,21.28,46.58,691.3,0.71,fruiting,29,0,3
33.99,31.15,6.87,4.38,30.09,59.17,922.8,2.45,fruiting,65,1,3
62.68,17.47,6.33,1.84,29.09,73.38,310.2,1.95,fruiting,17,1,3
33.44,32.12,7.87,1.46,23.74,50.48,992.3,0.56,vegetative,21,1,1
66.41,23.28,6.26,2.75,15.16,44.48,1357.5,0.38,fruiting,16,0,3
33.9,23.03,7.78,2.51,32.88,92.02,1348.6,1.35,vegetative,13,1,1
33.19,18.59,7.37,2.32,23.14,61.89,1325.3,1.92,vegetative,12,1,1
46.38,36.1,6.74,2.63,31.1,60.86,1268.5,1.4,seedling,43,1,0
42.7,16.08,6.82,0.73,33.17,70.23,1095.3,1.56,vegetative,51,1,1
49.87,26.59,6.96,3.62,35.71,95.44,643.0,0.36,vegetative,39,1,1
58.48,33.63,6.65,4.22,40.59,43.95,847.7,1.6,vegetative,10,1,1
59.24,32.15,7.38,2.48,39.16,55.26,792.7,2.27,fruiting,47,1,3
88.0,24.34,5.59,2.25,26.04,64.45,1002.7,1.4,seedling,42,0,0
77.41,27.43,6.08,3.73,25.48,85.37,666.9,0.37,fruiting,20,0,3
39.88,17.13,6.04,3.73,21.65,43.61,458.1,2.18,flowering,24,1,2
86.84,15.04,5.78,4.0,35.31,41.01,920.4,1.42,vegetative,42,0,1
52.86,27.04,5.22,3.66,20.88,78.59,1263.9,1.49,fruiting,1,1,3
53.11,33.41,5.88,2.78,35.13,61.6,663.3,1.26,fruiting,53,1,3
45.9,19.46,6.02,2.49,26.84,52.44,456.5,0.23,vegetative,48,1,1
58.46,19.54,5.87,3.59,17.04,87.17,813.2,1.57,seedling,62,1,0
31.12,27.19,7.57,2.4,15.11,40.63,800.0,0.56,fruiting,18,1,3
87.75,24.61,5.43,3.56,36.33,76.44,1324.2,1.9,fruiting,9,0,3
34.81,37.83,6.22,1.65,30.06,57.35,403.7,0.2,vegetative,6,1,1
67.2,37.98,5.86,1.62,19.31,49.35,642.2,2.02,fruiting,14,0,3
63.81,28.66,5.79,1.65,28.81,85.98,359.8,1.59,fruiting,42,1,3
30.98,21.51,6.76,1.05,26.51,71.48,1018.7,0.83,vegetative,34,1,1
82.33,34.41,6.65,3.8,23.19,62.71,680.3,1.27,vegetative,23,0,1
50.33,16.35,6.58,0.73,17.98,52.51,857.2,1.2,fruiting,10,1,3
83.58,27.56,5.54,0.9,16.47,77.99,1269.0,1.37,seedling,54,0,0
90.82,28.34,7.43,3.7,40.17,83.9,1197.2,0.74,seedling,32,0,0
43.88,30.23,6.22,4.23,17.4,69.16,1402.2,2.28,vegetative,38,1,1
70.24,17.83,7.9,4.16,19.51,46.91,402.5,2.29,vegetative,42,0,1
50.14,26.18,6.2,3.92,26.66,62.01,1127.8,1.59,seedling,30,1,0
94.48,29.1,6.11,1.4,38.57,86.43,580.7,0.66,fruiting,66,0,3
49.92,17.65,5.79,2.21,34.79,59.17,694.3,0.86,flowering,54,1,2
79.97,20.37,7.3,1.32,23.69,66.53,1431.8,2.34,vegetative,45,0,1
84.73,25.59,6.98,2.54,27.88,87.59,1207.1,1.31,seedling,42,0,0
82.1,26.71,6.44,3.22,38.19,75.85,1215.4,1.96,vegetative,17,0,1
82.08,23.05,7.71,0.78,16.57,92.84,1078.1,1.07,fruiting,4,0,3
89.2,28.77,6.24,4.24,16.31,51.99,979.1,1.62,seedling,4,0,0
72.2,30.75,6.91,1.78,17.53,64.35,454.5,2.38,flowering,58,0,2
67.01,23.19,7.27,1.72,31.01,70.65,305.7,0.37,vegetative,24,1,1
38.87,19.49,7.65,0.58,35.32,67.01,836.1,0.22,fruiting,16,1,3
71.68,23.93,5.88,2.0,28.74,58.19,1462.8,2.35,fruiting,23,0,3
84.77,22.69,6.98,2.38,20.37,74.3,372.8,1.15,flowering,29,0,2
78.66,33.87,7.31,0.66,20.24,70.59,1421.8,2.12,fruiting,5,0,3
57.91,25.3,5.47,0.62,40.57,53.72,587.9,0.39,fruiting,67,1,3
75.87,33.7,5.71,3.15,25.58,61.02,1128.0,1.09,vegetative,30,0,1
43.54,20.01,7.42,1.62,20.17,68.74,1338.8,0.76,seedling,51,1,0
88.12,19.48,7.22,1.74,38.19,79.93,782.2,0.38,fruiting,68,0,3
54.93,17.65,7.0,1.64,30.82,73.45,834.9,2.12,vegetative,63,1,1
73.14,32.82,6.18,3.08,19.07,93.16,759.7,1.88,seedling,1,0,0
38.81,24.74,7.49,1.71,27.63,55.55,856.3,2.24,flowering,1,1,2
56.26,25.04,5.05,1.63,26.79,76.13,840.1,0.98,vegetative,2,1,1
40.06,18.39,6.1,2.23,31.83,44.24,904.4,0.62,flowering,64,1,2
79.73,24.39,6.45,3.09,15.5,77.28,1042.3,0.91,seedling,60,0,0
61.33,32.14,6.36,0.67,23.36,58.25,1306.0,1.7,vegetative,53,0,1
94.89,37.91,5.57,1.75,28.12,77.85,933.7,2.43,fruiting,37,0,3
89.69,23.79,5.57,2.57,39.52,85.85,379.0,1.79,flowering,63,0,2
80.24,25.8,7.35,2.84,17.23,83.64,383.8,1.3,vegetative,30,0,1
40.54,25.67,7.22,3.97,31.91,78.14,451.5,2.38,seedling,64,1,0
67.16,15.11,6.87,3.0,39.06,68.82,392.6,0.9,fruiting,28,1,3
92.55,35.37,5.81,3.79,28.99,66.32,677.3,1.54,fruiting,26,0,3
86.2,25.99,6.32,2.94,31.85,47.53,1207.5,0.83,fruiting,43,0,3
87.64,23.08,7.25,0.89,27.85,96.53,1224.5,0.68,flowering,17,0,2
93.79,17.23,5.94,2.44,27.91,66.87,510.9,0.53,vegetative,27,0,1
61.62,26.12,5.53,3.75,29.63,47.47,1219.4,2.34,fruiting,56,0,3
71.34,35.0,5.25,4.16,22.92,67.97,826.3,1.95,vegetative,23,0,1
47.37,26.22,5.44,2.95,30.28,80.74,1425.2,2.3,fruiting,13,1,3
38.55,21.25,7.69,4.39,38.2,46.27,1436.9,1.17,seedling,10,1,0
65.35,22.13,6.42,2.95,38.46,77.73,820.9,2.08,fruiting,24,1,3
48.49,15.13,7.01,3.95,19.4,86.31,1324.1,2.3,vegetative,11,1,1
50.84,27.26,5.15,0.68,34.45,65.34,607.6,0.64,fruiting,56,1,3
78.42,15.91,5.15,2.29,27.03,91.05,451.4,0.48,seedling,42,0,0
57.96,35.0,5.9,0.88,35.48,74.54,984.4,0.32,seedling,33,1,0
64.29,33.8,7.57,4.21,40.65,71.63,709.2,2.41,flowering,65,0,2
62.03,17.86,7.93,1.13,28.16,60.75,1067.3,0.5,vegetative,36,0,1
54.28,30.08,5.22,1.53,34.28,67.36,782.9,0.55,vegetative,33,1,1
49.71,22.7,5.2,4.46,16.06,77.33,831.3,2.38,vegetative,17,1,1
69.5,23.66,5.62,3.75,35.06,77.71,583.6,0.43,flowering,32,0,2
86.01,36.61,6.56,1.91,21.32,42.84,622.2,1.7,flowering,36,0,2
83.93,22.4,6.27,1.01,18.32,75.32,1110.6,1.99,flowering,46,0,2
32.74,25.91,6.63,1.17,35.53,96.14,1434.9,0.65,fruiting,28,1,3
59.5,26.97,7.55,2.42,25.08,68.12,995.0,0.63,fruiting,2,1,3
63.75,21.15,6.27,1.69,22.1,49.33,735.3,0.78,fruiting,54,1,3
41.36,37.69,6.68,3.25,23.79,45.4,1471.0,0.86,vegetative,31,1,1
31.61,33.45,6.61,1.61,16.66,49.26,1374.0,1.78,vegetative,50,1,1
70.69,17.61,6.41,2.52,30.8,69.25,894.8,0.97,seedling,39,0,0
57.57,24.72,5.76,3.8,28.1,70.97,665.7,0.62,seedling,10,1,0
70.06,24.65,5.56,3.11,19.01,71.6,932.6,1.89,seedling,56,0,0
75.69,19.19,5.55,2.23,37.07,88.05,924.5,2.18,seedling,61,0,0
89.27,32.61,6.35,3.51,40.8,84.01,1310.8,1.95,vegetative,43,0,1
42.68,35.42,6.38,3.21,28.43,45.36,648.9,2.46,fruiting,19,1,3
94.76,34.29,6.83,0.66,39.34,71.77,1342.2,2.12,fruiting,39,0,3
51.72,33.63,5.12,3.98,28.84,62.7,896.6,1.74,seedling,3,1,0
36.18,15.3,7.18,0.82,34.34,54.23,1353.3,2.07,fruiting,61,1,3
82.49,16.62,6.19,1.85,30.38,89.08,394.0,0.37,fruiting,52,0,3
62.91,37.32,5.83,3.67,21.08,78.84,604.3,2.23,flowering,20,0,2
44.58,25.85,7.88,3.58,28.18,59.25,959.1,1.92,fruiting,9,1,3
72.76,37.02,7.79,3.66,34.53,55.62,1315.2,1.18,vegetative,21,0,1
37.75,19.39,6.5,3.86,33.93,84.98,721.2,1.13,vegetative,2,1,1
80.17,24.03,7.25,4.35,27.39,53.59,1430.2,1.59,seedling,26,0,0
62.54,34.53,6.59,1.52,33.24,70.93,579.7,1.52,fruiting,37,1,3
37.37,31.29,6.5,4.08,39.84,43.14,1284.8,0.29,vegetative,56,1,1
39.63,31.91,5.03,1.17,30.68,80.72,1400.0,1.82,fruiting,21,1,3
76.81,30.22,7.12,2.46,25.34,52.66,1289.6,1.6,vegetative,41,0,1
84.6,31.4,7.68,0.97,41.74,51.94,314.1,2.49,vegetative,40,0,1
41.44,32.88,5.94,4.16,37.7,88.32,1225.9,2.23,fruiting,53,1,3
41.62,35.65,6.19,1.48,27.11,58.27,1193.3,2.43,vegetative,56,1,1
66.78,17.77,7.07,2.55,32.57,90.71,828.5,2.27,fruiting,45,0,3
69.21,21.81,7.95,3.17,16.18,58.62,1048.0,0.33,seedling,16,0,0
33.01,22.54,5.64,3.52,32.29,46.83,880.2,1.78,fruiting,50,1,3
39.58,15.76,7.44,3.51,35.34,80.83,1103.3,1.3,flowering,7,1,2
77.2,34.2,5.9,1.77,33.12,41.79,1171.8,2.12,vegetative,32,0,1
66.49,35.19,6.58,2.57,30.6,82.71,1457.6,0.37,seedling,3,1,0
41.21,27.91,6.67,3.46,28.48,55.52,503.3,1.63,fruiting,29,1,3
34.7,35.15,5.77,2.87,40.27,78.65,797.3,1.79,vegetative,33,1,1
36.5,14.81,6.68,3.28,36.49,59.39,307.8,1.3,seedling,9,1,0
32.17,22.8,5.71,2.29,16.95,94.39,567.9,2.32,vegetative,51,1,1
66.01,36.34,5.02,3.49,39.38,47.96,415.4,1.18,fruiting,60,1,3
64.28,17.39,5.0,3.74,17.36,76.13,1397.5,0.68,fruiting,14,0,3
40.56,30.18,5.4,3.72,41.72,61.51,833.7,0.31,seedling,42,1,0
73.05,17.8,7.06,1.01,26.48,54.09,1198.1,0.8,fruiting,15,0,3
35.26,27.85,7.81,3.97,41.53,70.09,1245.5,2.13,flowering,62,1,2
60.55,34.59,5.9,4.19,21.2,82.72,1056.7,1.92,vegetative,10,0,1
59.61,14.74,7.64,0.55,40.51,67.89,710.3,2.33,seedling,1,1,0
55.48,20.33,7.86,2.91,40.22,51.59,476.3,2.17,fruiting,16,1,3
82.04,24.89,7.01,1.77,25.29,96.47,597.1,1.36,fruiting,26,0,3
44.5,15.36,5.31,2.23,21.21,69.41,604.2,2.36,fruiting,63,1,3
53.04,23.15,6.24,3.41,27.19,88.83,1432.9,0.97,flowering,25,1,2
56.34,17.01,7.44,0.64,29.26,77.73,549.0,2.28,fruiting,62,1,3
45.38,31.52,5.4,3.22,37.75,53.02,1339.7,0.28,fruiting,41,1,3
49.71,30.75,7.37,1.68,28.38,64.0,792.6,0.73,seedling,56,1,0
70.77,21.59,7.92,1.27,24.34,60.4,310.1,2.13,seedling,41,0,0
51.37,28.66,7.61,0.56,26.76,52.78,766.4,1.16,fruiting,17,1,3
63.32,27.54,6.48,3.43,25.36,93.86,878.2,1.51,fruiting,27,1,3
82.11,24.6,6.47,3.9,34.06,67.96,609.2,2.24,flowering,51,0,2
80.81,32.22,6.44,0.68,23.36,56.66,1273.3,0.4,fruiting,56,0,3
56.84,26.9,5.15,0.51,21.61,78.79,445.5,0.46,vegetative,12,1,1
93.18,14.9,5.95,1.76,32.1,46.03,1054.3,0.42,seedling,69,0,0
51.07,37.46,5.11,2.28,18.05,60.03,1497.9,2.24,seedling,10,1,0
72.11,19.03,5.44,4.12,41.16,96.54,1247.7,1.73,vegetative,19,0,1
34.11,28.47,5.17,4.08,29.3,78.15,1297.9,0.55,seedling,24,1,0
38.38,25.24,6.79,0.62,22.42,41.87,804.4,2.26,fruiting,53,1,3
40.51,35.74,6.55,1.11,39.89,83.18,1178.0,1.83,vegetative,27,1,1
44.28,24.53,7.35,3.64,27.24,85.15,1306.3,1.71,vegetative,11,1,1
50.46,16.8,5.82,1.34,27.29,91.78,425.4,1.86,fruiting,17,1,3
89.97,27.64,6.09,3.53,21.95,79.53,347.7,2.13,vegetative,13,0,1
55.92,26.53,6.2,1.7,36.69,55.5,1167.5,0.67,vegetative,32,1,1
82.09,23.85,5.69,2.12,37.31,52.98,929.3,2.05,vegetative,63,0,1
85.32,32.65,5.81,3.75,29.4,43.01,848.3,2.37,fruiting,33,0,3
36.55,30.98,5.09,3.98,18.74,47.26,510.8,2.41,fruiting,1,1,3
53.29,18.4,6.93,1.81,38.22,46.99,820.2,1.11,fruiting,56,1,3
30.97,25.55,6.0,2.3,30.41,64.83,797.8,1.89,fruiting,41,1,3
46.25,28.63,6.76,1.98,28.12,57.89,470.2,0.69,seedling,36,1,0
72.95,36.81,7.19,0.71,38.87,89.17,832.0,1.55,fruiting,3,0,3
35.4,18.59,6.32,2.84,37.04,96.33,766.6,0.31,fruiting,10,1,3
42.91,25.88,7.23,3.58,28.49,57.4,1468.5,1.73,vegetative,19,1,1
78.12,21.51,7.48,2.88,36.44,96.39,1115.0,2.47,seedling,63,0,0
30.02,17.05,7.8,3.97,21.31,84.37,1030.3,2.43,vegetative,5,1,1
50.19,28.78,7.07,2.12,38.64,63.68,783.3,0.28,flowering,5,1,2
31.44,21.29,7.76,1.78,21.81,70.45,1288.6,0.44,fruiting,51,1,3
41.78,31.09,6.15,2.11,36.15,94.88,452.0,1.17,flowering,47,1,2
35.93,14.47,7.42,0.93,41.64,75.3,1081.0,0.66,vegetative,57,1,1
48.73,19.66,7.19,0.66,17.56,40.39,483.5,0.36,fruiting,56,1,3
94.41,26.56,5.61,1.84,23.92,41.12,462.2,1.8,seedling,29,0,0
74.78,27.61,7.05,0.51,40.13,46.32,787.5,1.97,vegetative,1,0,1
33.8,21.33,5.47,1.2,35.54,40.9,969.4,1.07,flowering,12,1,2
77.23,36.29,7.41,1.15,21.73,59.49,501.9,1.54,fruiting,6,0,3
30.29,21.52,6.58,1.8,18.0,65.24,603.9,2.29,seedling,18,1,0
30.35,21.87,6.98,3.42,27.24,79.01,731.9,1.74,seedling,35,1,0
81.86,36.11,7.94,0.54,31.81,63.53,1331.8,0.78,fruiting,57,0,3
51.3,19.04,6.49,2.4,39.34,41.98,683.9,1.57,flowering,48,1,2
83.02,15.51,7.45,2.48,18.61,90.49,1079.1,0.58,seedling,17,0,0
55.88,14.63,6.01,4.4,38.59,58.77,1005.4,2.15,vegetative,42,1,1
34.84,26.25,7.91,3.27,16.91,50.79,1225.6,2.14,flowering,40,1,2
75.39,18.99,5.06,2.42,28.87,53.69,449.6,1.55,fruiting,19,0,3
79.29,33.05,6.85,4.44,32.28,89.03,1434.9,2.34,vegetative,58,0,1
85.75,25.88,5.39,3.28,20.56,65.15,378.0,2.1,seedling,21,0,0
86.17,25.15,7.23,2.98,36.68,64.61,1243.0,1.26,fruiting,17,0,3
60.07,32.84,7.46,2.72,19.85,66.66,1461.7,1.93,fruiting,34,1,3
72.03,33.92,5.15,3.91,29.81,51.25,680.7,0.85,flowering,59,0,2
40.3,33.5,5.4,1.43,27.24,69.48,1216.3,1.23,fruiting,14,1,3
59.17,15.51,6.43,3.26,31.41,70.67,862.6,0.88,vegetative,24,1,1
67.41,24.16,6.54,1.18,32.9,88.59,609.5,1.33,fruiting,64,1,3
48.95,25.29,7.87,3.57,41.18,82.54,510.7,0.35,flowering,40,1,2
59.24,34.6,7.87,2.5,40.15,73.25,946.1,1.25,vegetative,7,1,1
57.56,15.6,5.0,2.59,24.29,96.84,1226.9,1.95,fruiting,8,1,3
67.09,32.26,5.45,2.79,21.85,53.0,313.8,0.5,vegetative,51,0,1
75.37,14.04,7.61,0.62,34.24,42.64,619.5,1.34,vegetative,3,0,1
51.7,31.46,7.01,0.79,35.18,43.02,951.5,0.8,flowering,46,1,2
94.02,21.43,5.73,1.61,39.2,76.26,1176.8,2.31,fruiting,15,0,3
71.78,23.17,7.87,1.82,40.98,91.38,624.5,2.05,fruiting,53,0,3
58.39,26.48,5.88,0.56,20.94,56.07,832.3,0.59,fruiting,22,1,3
72.26,29.69,7.87,0.51,21.69,92.88,1418.6,1.86,fruiting,36,0,3
82.67,17.24,6.41,4.25,20.02,95.75,1493.1,1.48,vegetative,3,0,1
57.59,21.42,5.84,4.39,19.14,81.8,300.5,1.57,fruiting,51,1,3
72.36,31.1,7.06,1.78,21.81,94.49,1408.0,1.25,fruiting,51,0,3
61.79,33.05,6.98,0.93,28.16,79.77,935.9,1.1,flowering,25,1,2
89.12,14.43,6.67,3.65,29.62,58.46,463.5,2.24,flowering,24,0,2
83.1,17.06,7.58,2.88,24.05,86.5,1263.1,2.15,seedling,15,0,0
92.38,22.58,5.2,1.17,41.81,72.09,727.9,0.86,vegetative,53,0,1
57.26,37.17,7.05,3.67,22.9,44.51,885.4,0.92,vegetative,41,1,1
55.2,20.88,5.81,3.94,16.89,78.62,507.4,0.99,seedling,26,1,0
40.31,21.5,5.32,0.57,36.73,47.86,1231.2,2.03,flowering,3,1,2
85.08,14.23,6.21,4.13,34.99,70.94,935.6,1.0,flowering,3,0,2
30.09,25.93,7.26,3.79,38.74,67.8,1056.8,0.38,flowering,20,1,2
54.03,21.9,6.27,2.79,39.38,62.49,1477.4,1.95,flowering,46,1,2
40.47,37.9,5.54,2.51,37.91,41.16,1025.4,0.84,fruiting,19,1,3
60.37,19.76,7.68,2.67,41.42,86.17,966.8,2.38,flowering,11,1,2
69.28,33.85,6.28,1.6,22.16,70.56,839.0,1.21,seedling,60,0,0
56.5,29.63,7.3,4.34,28.49,46.39,828.9,1.3,fruiting,16,1,3
91.97,25.64,7.92,0.53,39.27,93.07,1453.2,0.23,vegetative,23,0,1
31.66,15.53,5.66,2.55,29.74,41.95,504.4,1.35,flowering,28,1,2
55.92,35.71,8.0,4.45,38.81,62.5,1123.9,1.16,flowering,39,1,2
42.22,24.27,6.97,1.56,15.33,69.58,1026.9,2.41,flowering,10,1,2
70.79,32.83,6.94,3.49,39.46,89.22,1108.9,0.69,flowering,60,0,2
76.62,33.99,7.23,3.89,16.72,41.8,610.2,2.27,fruiting,21,0,3
75.55,31.44,7.83,3.83,31.83,77.95,556.5,1.71,vegetative,64,0,1
93.53,20.76,6.44,2.29,18.26,64.29,645.1,0.57,vegetative,15,0,1
33.51,26.4,6.51,1.1,17.8,47.04,421.2,1.6,vegetative,28,1,1
92.26,34.51,5.69,1.81,20.67,68.04,323.5,1.74,flowering,26,0,2
68.37,15.68,5.08,1.54,29.53,91.73,1315.7,1.33,seedling,64,0,0
91.6,17.03,7.92,1.42,35.87,59.32,471.7,2.17,vegetative,29,0,1
66.82,25.32,6.49,3.43,17.37,78.09,1375.0,0.33,seedling,52,0,0
51.03,14.56,6.5,2.43,19.26,83.57,891.2,0.98,seedling,20,1,0
56.97,32.43,5.12,0.99,20.48,62.91,1314.9,1.0,fruiting,44,1,3
35.62,32.23,5.94,2.34,21.39,75.76,661.8,2.43,fruiting,38,1,3
49.62,29.61,5.99,2.07,22.08,59.55,792.8,1.86,flowering,64,1,2
62.7,28.02,7.76,0.7,30.48,88.66,590.3,2.22,seedling,18,1,0
42.05,26.29,7.98,3.11,16.66,69.96,896.0,0.53,fruiting,46,1,3
94.65,24.08,6.82,0.92,27.26,53.61,1302.7,2.0,fruiting,14,0,3
84.12,18.82,6.36,3.27,32.21,80.83,569.1,0.43,fruiting,59,0,3
40.0,33.04,7.74,1.18,37.07,93.19,1426.0,2.3,flowering,44,1,2
74.83,31.4,7.09,1.74,17.69,55.53,1298.1,2.46,flowering,9,0,2
62.68,15.25,7.83,2.61,23.78,49.01,706.2,0.25,vegetative,48,0,1
70.74,29.31,6.89,2.71,41.63,81.74,1232.3,2.21,vegetative,61,0,1
83.9,24.65,6.71,2.61,16.03,75.07,1293.7,0.56,flowering,14,0,2
40.67,16.96,7.94,2.07,21.14,49.77,1101.1,1.6,flowering,40,1,2
34.09,30.48,6.1,3.52,41.04,46.53,677.3,2.06,vegetative,51,1,1
80.8,36.34,5.74,2.81,22.41,86.97,306.4,1.5,vegetative,68,0,1
31.73,27.49,5.64,1.86,36.19,50.95,1066.0,1.71,fruiting,9,1,3
77.86,27.71,5.2,0.97,31.1,55.67,395.6,1.19,flowering,7,0,2
54.21,20.3,7.28,3.59,27.3,74.88,748.2,1.81,fruiting,50,1,3
63.32,25.01,6.93,3.22,30.09,75.62,415.9,2.39,fruiting,40,1,3
37.02,36.37,7.74,2.6,34.57,64.85,1056.0,0.98,vegetative,20,1,1
40.5,16.84,7.28,4.21,27.37,77.59,1397.3,0.41,fruiting,6,1,3
82.84,14.93,6.98,1.59,38.53,67.64,666.7,1.39,vegetative,68,0,1
82.52,22.83,5.38,0.67,22.6,53.92,972.4,0.25,flowering,50,0,2
36.98,34.31,7.21,1.35,18.92,58.03,1471.3,0.79,flowering,67,1,2
61.84,26.42,6.3,4.47,40.04,57.54,433.9,2.13,fruiting,15,0,3
91.79,34.62,5.69,1.38,20.43,92.58,1323.2,1.98,vegetative,16,0,1
41.57,33.79,5.83,4.22,24.85,88.89,619.5,1.38,seedling,64,1,0
84.35,31.24,6.57,0.68,40.2,80.21,1195.0,2.03,fruiting,47,0,3
51.41,17.32,6.2,4.42,21.1,74.89,819.6,0.36,flowering,24,1,2
86.8,16.88,6.35,4.14,36.99,69.62,1225.9,1.4,vegetative,39,0,1
76.55,17.25,5.87,1.08,36.9,52.69,1160.9,2.37,flowering,47,0,2
59.97,21.82,6.43,2.91,41.62,93.45,1334.6,2.25,flowering,39,1,2
88.18,23.43,7.89,2.16,31.23,80.46,1440.7,0.76,fruiting,23,0,3
74.15,20.05,6.76,3.68,27.83,85.22,731.9,2.36,flowering,69,0,2
32.04,18.09,6.9,2.18,28.72,43.59,1301.0,2.0,vegetative,34,1,1
38.76,25.91,5.51,1.0,40.18,74.48,1091.4,1.12,fruiting,18,1,3
90.67,22.0,5.66,2.49,22.48,70.49,718.2,0.5,vegetative,5,0,1
31.97,32.5,6.87,2.91,29.74,73.65,1421.6,0.22,seedling,31,1,0
40.87,18.35,7.02,2.34,41.78,52.93,673.0,2.46,fruiting,4,1,3
31.02,36.41,7.43,3.85,17.52,82.11,1451.9,1.76,flowering,15,1,2
58.79,28.38,6.43,4.23,17.05,68.56,1124.3,2.02,flowering,69,1,2
66.07,33.11,5.01,3.03,31.11,58.13,841.7,0.77,fruiting,44,1,3
36.05,28.14,6.6,1.57,39.29,92.86,783.1,2.25,vegetative,41,1,1
37.82,16.36,7.27,1.39,16.5,85.46,484.9,1.64,vegetative,27,1,1
74.85,22.03,7.09,3.29,34.01,68.07,1397.9,1.33,flowering,21,0,2
64.74,33.98,6.21,3.37,38.67,52.33,1268.6,1.94,vegetative,27,1,1
80.37,17.11,6.36,2.53,33.56,76.1,1272.9,0.3,vegetative,5,0,1
92.23,21.64,5.66,3.21,35.48,52.82,391.9,2.06,fruiting,48,0,3
65.18,14.57,5.24,2.17,40.46,81.13,405.8,2.15,fruiting,4,1,3
83.32,23.7,5.66,2.55,29.82,70.68,978.1,2.38,fruiting,67,0,3
91.32,16.36,5.8,2.48,37.86,68.79,1197.6,0.52,vegetative,12,0,1
87.24,23.53,5.81,1.89,34.24,71.64,1385.0,1.58,flowering,63,0,2
54.04,29.56,7.18,1.34,38.89,75.12,814.5,0.62,fruiting,7,1,3
41.59,35.71,6.02,2.01,39.47,70.22,465.3,1.05,fruiting,60,1,3
93.44,21.45,6.38,3.2,29.62,88.08,1214.1,0.33,fruiting,1,0,3
51.1,23.51,6.22,2.74,21.17,86.87,654.7,1.82,flowering,59,1,2
40.57,34.5,7.06,2.58,37.42,63.9,532.8,0.86,flowering,66,1,2
82.36,32.99,6.74,3.62,20.18,42.85,1348.4,0.37,vegetative,43,0,1
72.51,36.14,5.17,0.62,19.81,96.23,1158.1,1.61,seedling,7,0,0
89.31,20.38,6.39,2.7,40.63,96.92,582.5,1.87,vegetative,27,0,1
65.08,17.1,6.58,2.08,19.87,87.97,313.2,0.92,seedling,21,0,0
33.53,28.32,5.26,3.31,16.42,43.38,666.4,2.26,flowering,2,1,2
47.19,26.66,6.55,4.2,29.83,73.23,782.0,2.38,fruiting,59,1,3
70.54,27.41,5.18,1.59,39.97,60.19,1094.0,2.5,vegetative,37,0,1
75.27,17.95,5.45,2.33,25.42,80.71,383.4,2.44,seedling,44,0,0
93.09,31.19,5.97,1.77,27.11,75.7,475.6,0.63,fruiting,60,0,3
73.76,33.8,5.91,4.46,17.05,77.72,837.9,1.23,flowering,9,0,2
76.51,31.32,5.85,3.84,23.55,81.33,445.2,0.59,vegetative,5,0,1
93.63,35.13,5.84,0.92,18.03,56.6,1037.0,2.05,fruiting,16,0,3
62.71,29.3,5.89,3.34,19.57,87.42,986.2,1.54,vegetative,39,0,1
60.21,28.77,5.29,4.3,41.47,71.09,1440.1,0.61,seedling,65,0,0
48.73,17.85,6.63,2.63,17.05,79.8,1048.5,0.63,flowering,48,1,2
47.95,19.22,5.76,2.46,41.08,87.44,641.5,1.04,flowering,44,1,2
36.14,37.73,7.85,0.81,40.2,60.7,1313.7,1.16,vegetative,9,1,1
32.2,28.24,5.56,1.88,24.4,66.74,701.0,0.45,seedling,40,1,0
36.37,30.89,6.01,1.74,40.18,54.16,1071.0,0.83,flowering,50,1,2
68.14,33.99,5.22,3.26,29.42,61.61,708.3,1.63,fruiting,40,0,3
61.82,21.47,7.62,1.12,20.57,79.18,722.9,1.84,vegetative,30,0,1
33.31,19.31,5.82,2.69,18.9,47.63,1432.5,2.05,vegetative,68,1,1
53.12,32.98,6.53,1.01,34.95,62.62,615.5,1.06,flowering,62,1,2
33.58,18.5,7.73,2.58,36.27,52.99,888.3,1.02,fruiting,4,1,3
62.08,18.93,7.21,3.3,21.65,91.49,425.2,2.46,fruiting,62,1,3
